"reviewPriority","reviewBatch","playerKey","playerName","classicRole","mantraRoles","realTeam","realTeamOriginal","fantacalcioId","quotationCurrent","fvm","fantasyRoster","fbrefSearchQuery","fbrefSearchUrl","fbrefId","fbrefName","fbrefUrl","matchStatus","confidence","source","sourceVerifiedAt","mappedInRelease","notes"
"303","batch-07","fc-7331","Loyola","C","M/C","PIS","Pisa","7331","5","11","Afc Severgas Baronissi","Loyola Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Loyola%20Pisa%20fbref","ff749703","Felipe Loyola","https://fbref.com/en/players/ff749703/Felipe-Loyola","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Loyola: associato a Felipe Loyola, Pisa; profilo FBref con AC Pisa 1909. Batch-07 verificato manualmente su FBref/search result."
"350","batch-07","fc-7208","Miller L.","C","M/C","UDI","Udinese","7208","7","11","","Miller L Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Miller%20L%20Udinese%20fbref","38d7f638","Lennon Miller","https://fbref.com/en/players/38d7f638/Lennon-Miller","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Miller L.: associato a Lennon Miller, Udinese; iniziale usata per distinguere omonimi. Batch-07 verificato manualmente su FBref/search result."
"343","batch-07","fc-6593","Akinsanmiro","C","C/T","PIS","Pisa","6593","5","11","","Akinsanmiro Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Akinsanmiro%20Pisa%20fbref","3ad34015","Ebenezer Akinsanmiro","https://fbref.com/en/players/3ad34015/Ebenezer-Akinsanmiro","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Akinsanmiro: associato a Ebenezer Akinsanmiro, Pisa. Batch-07 verificato manualmente su FBref/search result."
"319","batch-07","fc-6271","El Aynaoui","C","M/C","ROM","Roma","6271","8","11","","El Aynaoui Roma fbref","https://fbref.com/en/search/search.fcgi?search=El%20Aynaoui%20Roma%20fbref","17e1261b","Neil El Aynaoui","https://fbref.com/en/players/17e1261b/Neil-El-Aynaoui","confirmed","0.98","FBref","2026-06-05","V379","Nome listone El Aynaoui: associato a Neil El Aynaoui, Roma. Batch-07 verificato manualmente su FBref/search result."
"334","batch-07","fc-795","El Shaarawy","C","W","ROM","Roma","795","9","11","","El Shaarawy Roma fbref","https://fbref.com/en/search/search.fcgi?search=El%20Shaarawy%20Roma%20fbref","d3aaad90","Stephan El Shaarawy","https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy","confirmed","0.98","FBref","2026-06-05","V379","Nome listone El Shaarawy: associato a Stephan El Shaarawy, Roma. Batch-07 verificato manualmente su FBref/search result."
"345","batch-07","fc-441","Belotti","A","Pc","CAG","Cagliari","441","5","10","Ac Milan","Belotti Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Belotti%20Cagliari%20fbref","d705ba44","Andrea Belotti","https://fbref.com/en/players/d705ba44/Andrea-Belotti","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Belotti: associato ad Andrea Belotti, Cagliari. Batch-07 verificato manualmente su FBref/search result."
"313","batch-07","fc-7203","Jashari","C","C","MIL","Milan","7203","4","10","Ac Milan","Jashari Milan fbref","https://fbref.com/en/search/search.fcgi?search=Jashari%20Milan%20fbref","889588db","Ardon Jashari","https://fbref.com/en/players/889588db/Ardon-Jashari","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Jashari: associato ad Ardon Jashari, Milan. Batch-07 verificato manualmente su FBref/search result."
"320","batch-07","fc-6010","Fazzini","C","C/T","FIO","Fiorentina","6010","3","10","Afc Severgas Baronissi","Fazzini Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Fazzini%20Fiorentina%20fbref","06b08c45","Jacopo Fazzini","https://fbref.com/en/players/06b08c45/Jacopo-Fazzini","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Fazzini: associato a Jacopo Fazzini, Fiorentina. Batch-07 verificato manualmente su FBref/search result."
"301","batch-07","fc-2848","Frattesi","C","C/T","INT","Inter","2848","4","10","Prestige Worldwide","Frattesi Inter fbref","https://fbref.com/en/search/search.fcgi?search=Frattesi%20Inter%20fbref","2a7d27c1","Davide Frattesi","https://fbref.com/en/players/2a7d27c1/Davide-Frattesi","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Frattesi: associato a Davide Frattesi, Inter. Batch-07 verificato manualmente su FBref/search result."
"312","batch-07","fc-6047","Ehizibue","D","Dd/E","UDI","Udinese","6047","7","10","","Ehizibue Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Ehizibue%20Udinese%20fbref","76b2817e","Kingsley Ehizibue","https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Ehizibue: associato a Kingsley Ehizibue, Udinese. Batch-07 verificato manualmente su FBref/search result."
"318","batch-07","fc-6013","Barbieri","D","Dd/Ds/E","CRE","Cremonese","6013","6","10","","Barbieri Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Barbieri%20Cremonese%20fbref","6f1d7aa8","Tommaso Barbieri","https://fbref.com/en/players/6f1d7aa8/Tommaso-Barbieri","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Barbieri: associato a Tommaso Barbieri, Cremonese. Batch-07 verificato manualmente su FBref/search result."
"329","batch-07","fc-5307","Valenti","D","Dc","PAR","Parma","5307","5","10","","Valenti Parma fbref","https://fbref.com/en/search/search.fcgi?search=Valenti%20Parma%20fbref","55db5c36","Lautaro Valenti","https://fbref.com/en/players/55db5c36/Lautaro-Valenti","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Valenti: associato a Lautaro Valenti, Parma. Batch-07 verificato manualmente su FBref/search result."
"314","batch-07","fc-770","Pezzella Giu.","D","Ds/E","CRE","Cremonese","770","4","10","","Pezzella Giu Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Pezzella%20Giu%20Cremonese%20fbref","149c5f5d","Giuseppe Pezzella","https://fbref.com/en/players/149c5f5d/Giuseppe-Pezzella","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Pezzella Giu.: associato a Giuseppe Pezzella, Cremonese; iniziale usata per distinguerlo da altri Pezzella. Batch-07 verificato manualmente su FBref/search result."
"337","batch-07","fc-7349","Kulenovic","A","Pc","TOR","Torino","7349","4","9","As Paperopoli","Kulenovic Torino fbref","https://fbref.com/en/search/search.fcgi?search=Kulenovic%20Torino%20fbref","981e1bee","Sandro Kulenović","https://fbref.com/en/players/981e1bee/Sandro-Kulenovic","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Kulenovic: associato a Sandro Kulenović; accento normalizzato nello slug. Batch-07 verificato manualmente su FBref/search result."
"324","batch-07","fc-6836","Meister","A","Pc","PIS","Pisa","6836","5","9","","Meister Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Meister%20Pisa%20fbref","e1a873eb","Henrik Meister","https://fbref.com/en/players/e1a873eb/Henrik-Meister","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Meister: associato a Henrik Meister, Pisa. Batch-07 verificato manualmente su FBref/search result."
"304","batch-07","fc-6984","Ondrejka","C","W/A","PAR","Parma","6984","3","9","Olympic Salerno  FC","Ondrejka Parma fbref","https://fbref.com/en/search/search.fcgi?search=Ondrejka%20Parma%20fbref","752e09ed","Jacob Ondrejka","https://fbref.com/en/players/752e09ed/Jacob-Ondrejka","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Ondrejka: associato a Jacob Ondrejka, Parma. Batch-07 verificato manualmente su FBref/search result."
"344","batch-07","fc-6889","Anjorin","C","C/T","TOR","Torino","6889","2","9","As Paperopoli","Anjorin Torino fbref","https://fbref.com/en/search/search.fcgi?search=Anjorin%20Torino%20fbref","b105919e","Faustino Anjorin","https://fbref.com/en/players/b105919e/Faustino-Anjorin","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Anjorin: associato a Faustino/Tino Anjorin, Torino. Batch-07 verificato manualmente su FBref/search result."
"302","batch-07","fc-6170","Gineitis","C","C","TOR","Torino","6170","7","9","","Gineitis Torino fbref","https://fbref.com/en/search/search.fcgi?search=Gineitis%20Torino%20fbref","548bd0de","Gvidas Gineitis","https://fbref.com/en/players/548bd0de/Gvidas-Gineitis","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Gineitis: associato a Gvidas Gineitis, Torino. Batch-07 verificato manualmente su FBref/search result."
"308","batch-07","fc-5998","Zerbin","C","E/W","CRE","Cremonese","5998","6","9","","Zerbin Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Zerbin%20Cremonese%20fbref","d19ef4ef","Alessio Zerbin","https://fbref.com/en/players/d19ef4ef/Alessio-Zerbin","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Zerbin: associato ad Alessio Zerbin, Cremonese. Batch-07 verificato manualmente su FBref/search result."
"338","batch-07","fc-5850","Lovric","C","C","VER","Verona","5850","3","9","River Plaid","Lovric Verona fbref","https://fbref.com/en/search/search.fcgi?search=Lovric%20Verona%20fbref","966eea58","Sandi Lovrić","https://fbref.com/en/players/966eea58/Sandi-Lovric","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Lovric: associato a Sandi Lovrić, Verona/Udinese su FBref; accento normalizzato nello slug. Batch-07 verificato manualmente su FBref/search result."
"336","batch-07","fc-7069","Fortini","D","E","FIO","Fiorentina","7069","2","9","As Paperopoli","Fortini Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Fortini%20Fiorentina%20fbref","ed336580","Niccolò Fortini","https://fbref.com/en/players/ed336580/Niccolo-Fortini","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Fortini: associato a Niccolò Fortini, Fiorentina; accento normalizzato nello slug. Batch-07 verificato manualmente su FBref/search result."
"331","batch-07","fc-5820","Bertola","D","Dc","UDI","Udinese","5820","5","9","","Bertola Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Bertola%20Udinese%20fbref","04b40c58","Nicolò Bertola","https://fbref.com/en/players/04b40c58/Nicolo-Bertola","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Bertola: associato a Nicolò Bertola, Udinese; accento normalizzato nello slug. Batch-07 verificato manualmente su FBref/search result."
"332","batch-07","fc-612","Bianchetti","D","Dc","CRE","Cremonese","612","4","9","","Bianchetti Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Bianchetti%20Cremonese%20fbref","b3a20f18","Matteo Bianchetti","https://fbref.com/en/players/b3a20f18/Matteo-Bianchetti","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Bianchetti: associato a Matteo Bianchetti, Cremonese. Batch-07 verificato manualmente su FBref/search result."
"346","batch-07","fc-322","De Vrij","D","Dc","INT","Inter","322","3","9","Prestige Worldwide","De Vrij Inter fbref","https://fbref.com/en/search/search.fcgi?search=De%20Vrij%20Inter%20fbref","d0d8dd44","Stefan de Vrij","https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij","confirmed","0.98","FBref","2026-06-05","V379","Nome listone De Vrij: associato a Stefan de Vrij, Inter. Batch-07 verificato manualmente su FBref/search result."
"333","batch-07","fc-7249","Buksa","A","Pc","UDI","Udinese","7249","7","8","","Buksa Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Buksa%20Udinese%20fbref","3b676989","Adam Buksa","https://fbref.com/en/players/3b676989/Adam-Buksa","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Buksa: associato ad Adam Buksa, Udinese; pagina FBref con stagione Serie A. Batch-07 verificato manualmente su FBref/search result."
"305","batch-07","fc-6314","Openda","A","Pc","JUV","Juventus","6314","4","8","Afc Severgas Baronissi","Openda Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Openda%20Juventus%20fbref","8652a85c","Loïs Openda","https://fbref.com/en/players/8652a85c/Lois-Openda","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Openda: associato a Loïs Openda, Juventus; accento normalizzato nello slug. Batch-07 verificato manualmente su FBref/search result."
"327","batch-07","fc-6159","Sarr A.","A","A","VER","Verona","6159","4","8","","Sarr A Verona fbref","https://fbref.com/en/search/search.fcgi?search=Sarr%20A%20Verona%20fbref","d5326924","Amin Sarr","https://fbref.com/en/players/d5326924/Amin-Sarr","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Sarr A.: associato ad Amin Sarr, Verona. Batch-07 verificato manualmente su FBref/search result."
"342","batch-07","fc-6481","Payero","C","C","CRE","Cremonese","6481","5","8","","Payero Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Payero%20Cremonese%20fbref","bdbff2b5","Martín Payero","https://fbref.com/en/players/bdbff2b5/Martin-Payero","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Payero: associato a Martín Payero, Cremonese/Udinese su FBref; accento normalizzato nello slug. Batch-07 verificato manualmente su FBref/search result."
"348","batch-07","fc-6246","Lipani","C","M/C","SAS","Sassuolo","6246","6","8","","Lipani Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Lipani%20Sassuolo%20fbref","1dc5a029","Luca Lipani","https://fbref.com/en/players/1dc5a029/Luca-Lipani","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Lipani: associato a Luca Lipani, Sassuolo. Batch-07 verificato manualmente su FBref/search result."
"321","batch-07","fc-27","Grassi","C","M/C","CRE","Cremonese","27","5","8","","Grassi Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Grassi%20Cremonese%20fbref","6cc97b6a","Alberto Grassi","https://fbref.com/en/players/6cc97b6a/Alberto-Grassi","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Grassi: associato ad Alberto Grassi; club Cremonese verificato tramite dati esterni e listone. Batch-07 verificato manualmente su FBref/search result."
"317","batch-07","fc-5168","Tsimikas","D","Ds/E","ROM","Roma","5168","3","8","real mappine","Tsimikas Roma fbref","https://fbref.com/en/search/search.fcgi?search=Tsimikas%20Roma%20fbref","f315ca93","Kostas Tsimikas","https://fbref.com/en/players/f315ca93/Kostas-Tsimikas","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Tsimikas: associato a Kostas Tsimikas, Roma. Batch-07 verificato manualmente su FBref/search result."
"330","batch-07","fc-4461","Zappa","D","B/Dd/E","CAG","Cagliari","4461","6","8","","Zappa Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Zappa%20Cagliari%20fbref","ca3db240","Gabriele Zappa","https://fbref.com/en/players/ca3db240/Gabriele-Zappa","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Zappa: associato a Gabriele Zappa, Cagliari. Batch-07 verificato manualmente su FBref/search result."
"307","batch-07","fc-6641","Suzuki","P","Por","PAR","Parma","6641","11","8","","Suzuki Parma fbref","https://fbref.com/en/search/search.fcgi?search=Suzuki%20Parma%20fbref","51e1f4f5","Zion Suzuki","https://fbref.com/en/players/51e1f4f5/Zion-Suzuki","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Suzuki: associato a Zion Suzuki, Parma; distinto da omonimi non portieri. Batch-07 verificato manualmente su FBref/search result."
"309","batch-07","fc-4772","Angelino","D","E","ROM","Roma","4772","7","7","Ac Milan","Angelino Roma fbref","https://fbref.com/en/search/search.fcgi?search=Angelino%20Roma%20fbref","30941e96","Angeliño","https://fbref.com/en/players/30941e96/Angelino","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Angelino: associato ad Angeliño, Roma; accento normalizzato nello slug. Batch-07 verificato manualmente su FBref/search result."
"340","batch-07","fc-7202","Ndiaye","D","Dc","PAR","Parma","7202","2","5","Real Pisistrius","Ndiaye Parma fbref","https://fbref.com/en/search/search.fcgi?search=Ndiaye%20Parma%20fbref","b8cd2ae4","Abdoulaye Ndiaye","https://fbref.com/en/players/b8cd2ae4/Abdoulaye-Ndiaye","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Ndiaye: associato ad Abdoulaye Ndiaye, Parma. Batch-07 verificato manualmente su FBref/search result."
"328","batch-07","fc-2861","Semper","P","Por","PIS","Pisa","2861","7","3","","Semper Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Semper%20Pisa%20fbref","f02dde20","Adrian Šemper","https://fbref.com/en/players/f02dde20/Adrian-Semper","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Semper: associato ad Adrian Šemper, Pisa; accento normalizzato nello slug. Batch-07 verificato manualmente su FBref/search result."
"349","batch-07","fc-5116","Martinez Jo.","P","Por","INT","Inter","5116","5","1","Afc Severgas Baronissi","Martinez Jo Inter fbref","https://fbref.com/en/search/search.fcgi?search=Martinez%20Jo%20Inter%20fbref","11d8aff0","Josep Martínez","https://fbref.com/en/players/11d8aff0/Josep-Martinez","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Martinez Jo.: associato a Josep Martínez, portiere Inter; omonimo Lautaro escluso. Batch-07 verificato manualmente su FBref/search result."
"323","batch-07","fc-188","Leali","P","Por","GEN","Genoa","188","9","1","","Leali Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Leali%20Genoa%20fbref","5f9970a0","Nicola Leali","https://fbref.com/en/players/5f9970a0/Nicola-Leali","confirmed","0.98","FBref","2026-06-05","V379","Nome listone Leali: associato a Nicola Leali, Genoa. Batch-07 verificato manualmente su FBref/search result."
