"reviewPriority","reviewBatch","playerKey","playerName","classicRole","mantraRoles","realTeam","realTeamOriginal","fantacalcioId","quotationCurrent","fvm","fantasyRoster","fbrefSearchQuery","fbrefSearchUrl","fbrefId","fbrefName","fbrefUrl","matchStatus","confidence","source","sourceVerifiedAt","mappedInRelease","notes"
"257","batch-06","fc-5813","Miretti","C","C/T","JUV","Juventus","5813","7","12","Prestige Worldwide","Miretti Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Miretti%20Juventus%20fbref","34693494","Fabio Miretti","https://fbref.com/en/players/34693494/Fabio-Miretti","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Miretti: associato a Fabio Miretti, Juventus. Batch-06 verificato manualmente su FBref."
"261","batch-06","fc-5761","Zhegrova","C","W","JUV","Juventus","5761","9","12","real mappine","Zhegrova Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Zhegrova%20Juventus%20fbref","34a88e3e","Edon Zhegrova","https://fbref.com/en/players/34a88e3e/Edon-Zhegrova","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Zhegrova: associato a Edon Zhegrova, Juventus. Batch-06 verificato manualmente su FBref."
"251","batch-06","fc-5319","Sohm","C","C","BOL","Bologna","5319","4","12","Real Pisistrius","Sohm Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Sohm%20Bologna%20fbref","a5f458d9","Simon Sohm","https://fbref.com/en/players/a5f458d9/Simon-Sohm","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Sohm: associato a Simon Sohm, Bologna/Fiorentina/Parma su FBref. Batch-06 verificato manualmente su FBref."
"280","batch-06","fc-5301","Luis Henrique","C","E/W","INT","Inter","5301","8","12","","Luis Henrique Inter fbref","https://fbref.com/en/search/search.fcgi?search=Luis%20Henrique%20Inter%20fbref","f36d5624","Luis Henrique","https://fbref.com/en/players/f36d5624/Luis-Henrique","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Luis Henrique: associato a Luis Henrique, Inter; omonimo Luiz Henrique escluso. Batch-06 verificato manualmente su FBref."
"266","batch-06","fc-5131","Gilmour","C","M/C","NAP","Napoli","5131","7","12","River Plaid","Gilmour Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Gilmour%20Napoli%20fbref","df10e27c","Billy Gilmour","https://fbref.com/en/players/df10e27c/Billy-Gilmour","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Gilmour: associato a Billy Gilmour, Napoli. Batch-06 verificato manualmente su FBref."
"279","batch-06","fc-801","Gagliardini","C","M/C","VER","Verona","801","7","12","","Gagliardini Verona fbref","https://fbref.com/en/search/search.fcgi?search=Gagliardini%20Verona%20fbref","ce30bfc8","Roberto Gagliardini","https://fbref.com/en/players/ce30bfc8/Roberto-Gagliardini","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Gagliardini: associato a Roberto Gagliardini, Verona/Monza/Inter su FBref. Batch-06 verificato manualmente su FBref."
"272","batch-06","fc-7175","Joao Mario","D","E","BOL","Bologna","7175","6","12","Olympic Salerno  FC","Joao Mario Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Joao%20Mario%20Bologna%20fbref","82a39b66","João Mário Lopes","https://fbref.com/en/players/82a39b66/Joao-Mario-Lopes","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Joao Mario: associato a João Mário Lopes, Bologna; distinto dall'omonimo centrocampista portoghese. Batch-06 verificato manualmente su FBref."
"270","batch-06","fc-6639","Frese","D","Ds/E","VER","Verona","6639","7","12","","Frese Verona fbref","https://fbref.com/en/search/search.fcgi?search=Frese%20Verona%20fbref","b910e9c0","Martin Frese","https://fbref.com/en/players/b910e9c0/Martin-Frese","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Frese: associato a Martin Frese, Verona. Batch-06 verificato manualmente su FBref."
"294","batch-06","fc-6426","Pedersen","D","Dd/E","TOR","Torino","6426","7","12","","Pedersen Torino fbref","https://fbref.com/en/search/search.fcgi?search=Pedersen%20Torino%20fbref","596cc50e","Marcus Pedersen","https://fbref.com/en/players/596cc50e/Marcus-Pedersen","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Pedersen: associato a Marcus Pedersen, Torino; omonimo diverso escluso. Batch-06 verificato manualmente su FBref."
"290","batch-06","fc-4374","Walukiewicz","D","Dd/Dc","SAS","Sassuolo","4374","5","12","","Walukiewicz Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Walukiewicz%20Sassuolo%20fbref","217875a4","Sebastian Walukiewicz","https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Walukiewicz: associato a Sebastian Walukiewicz, Sassuolo/Empoli/Cagliari su FBref. Batch-06 verificato manualmente su FBref."
"292","batch-06","fc-4137","Diego Carlos","D","Dc","COM","Como","4137","8","12","","Diego Carlos Como fbref","https://fbref.com/en/search/search.fcgi?search=Diego%20Carlos%20Como%20fbref","b4a014b1","Diego Carlos","https://fbref.com/en/players/b4a014b1/Diego-Carlos","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Diego Carlos: associato al difensore Diego Carlos, Como; omonimi non Serie A esclusi. Batch-06 verificato manualmente su FBref."
"297","batch-06","fc-6981","Vaz","A","Pc","ROM","Roma","6981","8","11","Afc Severgas Baronissi","Vaz Roma fbref","https://fbref.com/en/search/search.fcgi?search=Vaz%20Roma%20fbref","74fb9321","Robinio Vaz","https://fbref.com/en/players/74fb9321/Robinio-Vaz","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Vaz: associato a Robinio Vaz, Roma; query abbreviata risolta su FBref. Batch-06 verificato manualmente su FBref."
"295","batch-06","fc-7198","Piotrowski","C","C","UDI","Udinese","7198","7","11","","Piotrowski Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Piotrowski%20Udinese%20fbref","af686bed","Jakub Piotrowski","https://fbref.com/en/players/af686bed/Jakub-Piotrowski","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Piotrowski: associato a Jakub Piotrowski, Udinese. Batch-06 verificato manualmente su FBref."
"278","batch-06","fc-7028","Bernede","C","C","VER","Verona","7028","7","11","","Bernede Verona fbref","https://fbref.com/en/search/search.fcgi?search=Bernede%20Verona%20fbref","07a821e4","Antoine Bernede","https://fbref.com/en/players/07a821e4/Antoine-Bernede","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Bernede: associato ad Antoine Bernede, Verona. Batch-06 verificato manualmente su FBref."
"285","batch-06","fc-6424","Prati","C","M/C","TOR","Torino","6424","7","11","","Prati Torino fbref","https://fbref.com/en/search/search.fcgi?search=Prati%20Torino%20fbref","d8363914","Matteo Prati","https://fbref.com/en/players/d8363914/Matteo-Prati","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Prati: associato a Matteo Prati, Torino/Cagliari. Batch-06 verificato manualmente su FBref."
"281","batch-06","fc-6054","Moro N.","C","M/C","BOL","Bologna","6054","9","11","","Moro N Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Moro%20N%20Bologna%20fbref","ff579c7e","Nikola Moro","https://fbref.com/en/players/ff579c7e/Nikola-Moro","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Moro N.: associato a Nikola Moro, Bologna; omonimi esclusi. Batch-06 verificato manualmente su FBref."
"282","batch-06","fc-5295","Musah","C","C/W","ATA","Atalanta","5295","5","11","As Paperopoli","Musah Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Musah%20Atalanta%20fbref","b51b1b9c","Yunus Musah","https://fbref.com/en/players/b51b1b9c/Yunus-Musah","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Musah: associato a Yunus Musah, Atalanta/Milan. Batch-06 verificato manualmente su FBref."
"274","batch-06","fc-7018","Nelsson","D","Dc","VER","Verona","7018","5","11","","Nelsson Verona fbref","https://fbref.com/en/search/search.fcgi?search=Nelsson%20Verona%20fbref","e53b5534","Victor Nelsson","https://fbref.com/en/players/e53b5534/Victor-Nelsson","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Nelsson: associato a Victor Nelsson, Verona/Roma/Galatasaray su FBref. Batch-06 verificato manualmente su FBref."
"252","batch-06","fc-6495","Comuzzo","D","Dc","FIO","Fiorentina","6495","4","11","Afc Severgas Baronissi","Comuzzo Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Comuzzo%20Fiorentina%20fbref","5e3ecc35","Pietro Comuzzo","https://fbref.com/en/players/5e3ecc35/Pietro-Comuzzo","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Comuzzo: associato a Pietro Comuzzo, Fiorentina. Batch-06 verificato manualmente su FBref."
"298","batch-06","fc-5532","Bradaric","D","Ds/E","VER","Verona","5532","6","11","","Bradaric Verona fbref","https://fbref.com/en/search/search.fcgi?search=Bradaric%20Verona%20fbref","8bbe2df5","Domagoj Bradarić","https://fbref.com/en/players/8bbe2df5/Domagoj-Bradaric","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Bradaric: associato a Domagoj Bradarić, Verona; accento normalizzato nello slug. Batch-06 verificato manualmente su FBref."
"258","batch-06","fc-7001","N'Dri","A","W/A","LEC","Lecce","7001","7","10","Prestige Worldwide","N'Dri Lecce fbref","https://fbref.com/en/search/search.fcgi?search=N'Dri%20Lecce%20fbref","17329380","Konan N'dri","https://fbref.com/en/players/17329380/Konan-Ndri","confirmed","0.98","FBref","2026-06-05","V378","Nome listone N'Dri: associato a Konan N'dri, Lecce. Batch-06 verificato manualmente su FBref."
"254","batch-06","fc-2531","Lukaku","A","Pc","NAP","Napoli","2531","15","10","River Plaid","Lukaku Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Lukaku%20Napoli%20fbref","5eae500a","Romelu Lukaku","https://fbref.com/en/players/5eae500a/Romelu-Lukaku","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Lukaku: associato a Romelu Lukaku, Napoli. Batch-06 verificato manualmente su FBref."
"259","batch-06","fc-479","Sanabria","A","Pc","CRE","Cremonese","479","4","10","real mappine","Sanabria Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Sanabria%20Cremonese%20fbref","0a447501","Antonio Sanabria","https://fbref.com/en/players/0a447501/Antonio-Sanabria","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Sanabria: associato ad Antonio Sanabria, Cremonese. Batch-06 verificato manualmente su FBref."
"283","batch-06","fc-6218","Oristanio","C","W/T/A","PAR","Parma","6218","4","10","FC DueFratelli2005","Oristanio Parma fbref","https://fbref.com/en/search/search.fcgi?search=Oristanio%20Parma%20fbref","5cfc74fc","Gaetano Oristanio","https://fbref.com/en/players/5cfc74fc/Gaetano-Oristanio","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Oristanio: associato a Gaetano Oristanio, Parma. Batch-06 verificato manualmente su FBref."
"268","batch-06","fc-6024","Sulemana I.","C","M/C","CAG","Cagliari","6024","6","10","As Paperopoli","Sulemana I Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Sulemana%20I%20Cagliari%20fbref","230c3f3a","Ibrahim Sulemana","https://fbref.com/en/players/230c3f3a/Ibrahim-Sulemana","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Sulemana I.: associato a Ibrahim Sulemana, Cagliari/Atalanta/Bologna su FBref. Batch-06 verificato manualmente su FBref."
"262","batch-06","fc-6916","Ahanor","D","B/Ds/E","ATA","Atalanta","6916","4","10","FC DueFratelli2005","Ahanor Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Ahanor%20Atalanta%20fbref","42ff58c3","Honest Ahanor","https://fbref.com/en/players/42ff58c3/Honest-Ahanor","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Ahanor: associato a Honest Ahanor, Atalanta/Genoa. Batch-06 verificato manualmente su FBref."
"276","batch-06","fc-513","Acerbi","D","Dc","INT","Inter","513","5","10","Prestige Worldwide","Acerbi Inter fbref","https://fbref.com/en/search/search.fcgi?search=Acerbi%20Inter%20fbref","b96b595c","Francesco Acerbi","https://fbref.com/en/players/b96b595c/Francesco-Acerbi","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Acerbi: associato a Francesco Acerbi, Inter. Batch-06 verificato manualmente su FBref."
"284","batch-06","fc-218","Perin","P","Por","JUV","Juventus","218","8","10","As Paperopoli","Perin Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Perin%20Juventus%20fbref","4c62d0c8","Mattia Perin","https://fbref.com/en/players/4c62d0c8/Mattia-Perin","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Perin: associato a Mattia Perin, Juventus. Batch-06 verificato manualmente su FBref."
"264","batch-06","fc-7316","Durosinmi","A","Pc","PIS","Pisa","7316","10","9","FC DueFratelli2005","Durosinmi Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Durosinmi%20Pisa%20fbref","e7173214","Rafiu Durosinmi","https://fbref.com/en/players/e7173214/Rafiu-Durosinmi","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Durosinmi: associato a Rafiu Durosinmi, Pisa. Batch-06 verificato manualmente su FBref."
"286","batch-06","fc-7313","Ratkov","A","Pc","LAZ","Lazio","7313","9","9","Beetlejuice","Ratkov Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Ratkov%20Lazio%20fbref","f446748f","Petar Ratkov","https://fbref.com/en/players/f446748f/Petar-Ratkov","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Ratkov: associato a Petar Ratkov, Lazio. Batch-06 verificato manualmente su FBref."
"293","batch-06","fc-7128","Kuhn","A","W/A","COM","Como","7128","5","9","As Paperopoli","Kuhn Como fbref","https://fbref.com/en/search/search.fcgi?search=Kuhn%20Como%20fbref","1e70c324","Nicolas-Gerrit Kühn","https://fbref.com/en/players/1e70c324/Nicolas-Gerrit-Kuhn","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Kuhn: associato a Nicolas-Gerrit Kühn, Como; accento normalizzato nello slug. Batch-06 verificato manualmente su FBref."
"291","batch-06","fc-7127","Addai","A","W/A","COM","Como","7127","6","9","FC DueFratelli2005","Addai Como fbref","https://fbref.com/en/search/search.fcgi?search=Addai%20Como%20fbref","662ffe3d","Jayden Addai","https://fbref.com/en/players/662ffe3d/Jayden-Addai","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Addai: associato a Jayden Addai, Como. Batch-06 verificato manualmente su FBref."
"253","batch-06","fc-6643","Dallinga","A","Pc","BOL","Bologna","6643","6","9","As Paperopoli","Dallinga Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Dallinga%20Bologna%20fbref","b70afb45","Thijs Dallinga","https://fbref.com/en/players/b70afb45/Thijs-Dallinga","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Dallinga: associato a Thijs Dallinga, Bologna. Batch-06 verificato manualmente su FBref."
"277","batch-06","fc-6015","Berisha M.","C","C/T","LEC","Lecce","6015","7","9","real mappine","Berisha M Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Berisha%20M%20Lecce%20fbref","9d376bef","Medon Berisha","https://fbref.com/en/players/9d376bef/Medon-Berisha","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Berisha M.: associato a Medon Berisha, Lecce; omonimo Mergim escluso. Batch-06 verificato manualmente su FBref."
"271","batch-06","fc-7125","Idrissi R.","D","Ds/E","CAG","Cagliari","7125","5","9","As Paperopoli","Idrissi R Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Idrissi%20R%20Cagliari%20fbref","39003cd3","Riyad Idrissi","https://fbref.com/en/players/39003cd3/Riyad-Idrissi","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Idrissi R.: associato a Riyad Idrissi, Cagliari. Batch-06 verificato manualmente su FBref."
"299","batch-06","fc-6039","Cabal","D","B/Ds/E","JUV","Juventus","6039","6","9","real mappine","Cabal Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Cabal%20Juventus%20fbref","ef6eef89","Juan David Cabal","https://fbref.com/en/players/ef6eef89/Juan-David-Cabal","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Cabal: associato a Juan David Cabal, Juventus. Batch-06 verificato manualmente su FBref."
"300","batch-06","fc-6519","Camarda","A","Pc","LEC","Lecce","6519","2","8","Olympic Salerno  FC","Camarda Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Camarda%20Lecce%20fbref","1956a64b","Francesco Camarda","https://fbref.com/en/players/1956a64b/Francesco-Camarda","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Camarda: associato a Francesco Camarda, Lecce/Milan. Batch-06 verificato manualmente su FBref."
"273","batch-06","fc-5578","Kossounou","D","Dd/Dc","ATA","Atalanta","5578","6","8","Afc Severgas Baronissi","Kossounou Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Kossounou%20Atalanta%20fbref","1f3afdcb","Odilon Kossounou","https://fbref.com/en/players/1f3afdcb/Odilon-Kossounou","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Kossounou: associato a Odilon Kossounou, Atalanta. Batch-06 verificato manualmente su FBref."
"289","batch-06","fc-7068","Vitik","D","Dc","BOL","Bologna","7068","4","7","As Paperopoli","Vitik Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Vitik%20Bologna%20fbref","b6b6bfc4","Martin Vitík","https://fbref.com/en/players/b6b6bfc4/Martin-Vitik","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Vitik: associato a Martin Vitík, Bologna; accento normalizzato nello slug. Batch-06 verificato manualmente su FBref."
"296","batch-06","fc-2722","Ravaglia F.","P","Por","BOL","Bologna","2722","4","3","Prestige Worldwide","Ravaglia F Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Ravaglia%20F%20Bologna%20fbref","6662d731","Federico Ravaglia","https://fbref.com/en/players/6662d731/Federico-Ravaglia","confirmed","0.98","FBref","2026-06-05","V378","Nome listone Ravaglia F.: associato a Federico Ravaglia, Bologna. Batch-06 verificato manualmente su FBref."
