"reviewPriority","reviewBatch","playerKey","playerName","classicRole","mantraRoles","realTeam","realTeamOriginal","fantacalcioId","quotationCurrent","fvm","fantasyRoster","fbrefSearchQuery","fbrefSearchUrl","fbrefId","fbrefName","fbrefUrl","matchStatus","confidence","source","sourceVerifiedAt","mappedInRelease","notes"
"530","batch-11","fc-7301","Tornqvist","P","Por","COM","Como","7301","1","1","","Tornqvist Como fbref","https://fbref.com/en/search/search.fcgi?search=Tornqvist%20Como%20fbref","6bf54cff","Noel Törnqvist","https://fbref.com/en/players/6bf54cff/Noel-Tornqvist","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Tornqvist: associato a Noel Törnqvist, Como; carattere svedese normalizzato nello slug. Batch-11 verificato manualmente su FBref/search result."
"510","batch-11","fc-7285","Ferrante","P","Por","NAP","Napoli","7285","1","1","","Ferrante Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Ferrante%20Napoli%20fbref","3b86be32","Mathias Ferrante","https://fbref.com/en/players/3b86be32/Mathias-Ferrante","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Ferrante: associato a Mathias Ferrante, Napoli; distinto dallo storico Marco Ferrante. Batch-11 verificato manualmente su FBref/search result."
"507","batch-11","fc-7261","Cavlina","P","Por","COM","Como","7261","1","1","","Cavlina Como fbref","https://fbref.com/en/search/search.fcgi?search=Cavlina%20Como%20fbref","a074eda6","Nikola Čavlina","https://fbref.com/en/players/a074eda6/Nikola-Cavlina","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Cavlina: associato a Nikola Čavlina, Como; diacritico normalizzato nello slug. Batch-11 verificato manualmente su FBref/search result."
"529","batch-11","fc-7236","Toniolo","P","Por","VER","Verona","7236","1","1","","Toniolo Verona fbref","https://fbref.com/en/search/search.fcgi?search=Toniolo%20Verona%20fbref","32ad2eb8","Giacomo Toniolo","https://fbref.com/en/players/32ad2eb8/Giacomo-Toniolo","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Toniolo: associato a Giacomo Toniolo, Hellas Verona; distinto da omonimi non maschili/non coerenti. Batch-11 verificato manualmente su FBref/search result."
"518","batch-11","fc-7185","Nunziante","P","Por","UDI","Udinese","7185","1","1","","Nunziante Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Nunziante%20Udinese%20fbref","12438e0a","Alessandro Nunziante","https://fbref.com/en/players/12438e0a/Alessandro-Nunziante","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Nunziante: associato ad Alessandro Nunziante, Udinese; distinto da Christian Nunziante. Batch-11 verificato manualmente su FBref/search result."
"532","batch-11","fc-7169","Zelezny","P","Por","ROM","Roma","7169","1","1","","Zelezny Roma fbref","https://fbref.com/en/search/search.fcgi?search=Zelezny%20Roma%20fbref","d1703712","Radek Żelezny","https://fbref.com/en/players/d1703712/Radek-Zelezny","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Zelezny: associato a Radek Żelezny, Roma; carattere polacco normalizzato nello slug. Batch-11 verificato manualmente su FBref/search result."
"506","batch-11","fc-7042","Calligaris","P","Por","INT","Inter","7042","1","1","","Calligaris Inter fbref","https://fbref.com/en/search/search.fcgi?search=Calligaris%20Inter%20fbref","2bd46514","Alessandro Calligaris","https://fbref.com/en/players/2bd46514/Alessandro-Calligaris","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Calligaris: associato ad Alessandro Calligaris, Inter. Batch-11 verificato manualmente su FBref/search result."
"527","batch-11","fc-6991","Siegrist","P","Por","GEN","Genoa","6991","1","1","","Siegrist Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Siegrist%20Genoa%20fbref","46912ffe","Benjamin Siegrist","https://fbref.com/en/players/46912ffe/Benjamin-Siegrist","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Siegrist: associato a Benjamin Siegrist, Genoa. Batch-11 verificato manualmente su FBref/search result."
"526","batch-11","fc-6650","Sherri","P","Por","CAG","Cagliari","6650","1","1","","Sherri Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Sherri%20Cagliari%20fbref","eebf35b6","Alen Sherri","https://fbref.com/en/players/eebf35b6/Alen-Sherri","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Sherri: associato ad Alen Sherri, Cagliari/Frosinone. Batch-11 verificato manualmente su FBref/search result."
"524","batch-11","fc-6523","Samooja","P","Por","LEC","Lecce","6523","1","1","","Samooja Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Samooja%20Lecce%20fbref","8f3f09e3","Jasper Samooja","https://fbref.com/en/players/8f3f09e3/Jasper-Samooja","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Samooja: associato a Jasper Samooja, Lecce. Batch-11 verificato manualmente su FBref/search result."
"517","batch-11","fc-6505","Nava","P","Por","CRE","Cremonese","6505","1","1","","Nava Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Nava%20Cremonese%20fbref","c0f732e1","Lapo Nava","https://fbref.com/en/players/c0f732e1/Lapo-Nava","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Nava: associato a Lapo Nava, Cremonese/Milan. Batch-11 verificato manualmente su FBref/search result."
"501","batch-11","fc-5338","Rinaldi","P","Por","PAR","Parma","5338","1","1","","Rinaldi Parma fbref","https://fbref.com/en/search/search.fcgi?search=Rinaldi%20Parma%20fbref","49124fc6","Filippo Rinaldi","https://fbref.com/en/players/49124fc6/Filippo-Rinaldi","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Rinaldi: associato a Filippo Rinaldi, Parma. Batch-11 verificato manualmente su FBref/search result."
"508","batch-11","fc-4929","Ciocci","P","Por","CAG","Cagliari","4929","1","1","","Ciocci Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Ciocci%20Cagliari%20fbref","d6416327","Giuseppe Ciocci","https://fbref.com/en/players/d6416327/Giuseppe-Ciocci","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Ciocci: associato a Giuseppe Ciocci, Cagliari. Batch-11 verificato manualmente su FBref/search result."
"509","batch-11","fc-2845","Contini","P","Por","NAP","Napoli","2845","1","1","","Contini Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Contini%20Napoli%20fbref","e95069bb","Nikita Contini Baranovsky","https://fbref.com/en/players/e95069bb/Nikita-Contini-Baranovsky","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Contini: associato a Nikita Contini Baranovsky, Napoli; nome completo FBref diverso dal listone. Batch-11 verificato manualmente su FBref/search result."
"531","batch-11","fc-2809","Vigorito","P","Por","COM","Como","2809","1","1","","Vigorito Como fbref","https://fbref.com/en/search/search.fcgi?search=Vigorito%20Como%20fbref","582a251c","Mauro Vigorito","https://fbref.com/en/players/582a251c/Mauro-Vigorito","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Vigorito: associato a Mauro Vigorito, Como/Lecce/Cagliari. Batch-11 verificato manualmente su FBref/search result."
"511","batch-11","fc-2401","Fruchtl","P","Por","LEC","Lecce","2401","1","1","","Fruchtl Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Fruchtl%20Lecce%20fbref","1940be91","Christian Früchtl","https://fbref.com/en/players/1940be91/Christian-Fruchtl","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Fruchtl: associato a Christian Früchtl, Lecce; umlaut normalizzato nello slug. Batch-11 verificato manualmente su FBref/search result."
"523","batch-11","fc-2297","Rossi F.","P","Por","ATA","Atalanta","2297","1","1","","Rossi F Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Rossi%20F%20Atalanta%20fbref","7b5f516f","Francesco Rossi","https://fbref.com/en/players/7b5f516f/Francesco-Rossi","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Rossi F.: associato a Francesco Rossi, Atalanta; iniziale F. coerente. Batch-11 verificato manualmente su FBref/search result."
"525","batch-11","fc-2127","Satalino","P","Por","SAS","Sassuolo","2127","1","1","","Satalino Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Satalino%20Sassuolo%20fbref","b1f0b916","Giacomo Satalino","https://fbref.com/en/players/b1f0b916/Giacomo-Satalino","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Satalino: associato a Giacomo Satalino, Sassuolo. Batch-11 verificato manualmente su FBref/search result."
"521","batch-11","fc-1930","Pinsoglio","P","Por","JUV","Juventus","1930","1","1","","Pinsoglio Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Pinsoglio%20Juventus%20fbref","f6a06749","Carlo Pinsoglio","https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Pinsoglio: associato a Carlo Pinsoglio, Juventus. Batch-11 verificato manualmente su FBref/search result."
"502","batch-11","fc-219","Sommariva","P","Por","GEN","Genoa","219","1","1","","Sommariva Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Sommariva%20Genoa%20fbref","a8e7f7e9","Daniele Sommariva","https://fbref.com/en/players/a8e7f7e9/Daniele-Sommariva","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Sommariva: associato a Daniele Sommariva, Genoa. Batch-11 verificato manualmente su FBref/search result."
"514","batch-11","fc-158","Lezzerini","P","Por","FIO","Fiorentina","158","1","1","","Lezzerini Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Lezzerini%20Fiorentina%20fbref","c9c32262","Luca Lezzerini","https://fbref.com/en/players/c9c32262/Luca-Lezzerini","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Lezzerini: associato a Luca Lezzerini, Fiorentina/Venezia/Brescia. Batch-11 verificato manualmente su FBref/search result."
"503","batch-11","fc-4","Sportiello","P","Por","ATA","Atalanta","4","1","1","","Sportiello Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Sportiello%20Atalanta%20fbref","ac4003af","Marco Sportiello","https://fbref.com/en/players/ac4003af/Marco-Sportiello","confirmed","0.98","FBref","2026-06-06","V383","Nome listone Sportiello: associato a Marco Sportiello, Atalanta/Milan/Fiorentina. Batch-11 verificato manualmente su FBref/search result."
