"reviewPriority","reviewBatch","playerKey","playerName","classicRole","mantraRoles","realTeam","realTeamOriginal","fantacalcioId","quotationCurrent","fvm","fantasyRoster","fbrefSearchQuery","fbrefSearchUrl","fbrefId","fbrefName","fbrefUrl","matchStatus","confidence","source","sourceVerifiedAt","mappedInRelease","notes"
"203","batch-05","fc-7008","Gimenez","A","Pc","MIL","Milan","7008","12","12","Ac Milan","Gimenez Milan fbref","https://fbref.com/en/search/search.fcgi?search=Gimenez%20Milan%20fbref","37337aea","Santiago Giménez","https://fbref.com/en/players/37337aea/Santiago-Gimenez","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Gimenez: associato a Santiago Giménez, Milan; accento normalizzato nello slug. Batch-05 verificato manualmente su FBref."
"235","batch-05","fc-6365","Ferguson E.","A","Pc","ROM","Roma","6365","10","12","Afc Severgas Baronissi","Ferguson E Roma fbref","https://fbref.com/en/search/search.fcgi?search=Ferguson%20E%20Roma%20fbref","4596da74","Evan Ferguson","https://fbref.com/en/players/4596da74/Evan-Ferguson","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Ferguson E.: associato a Evan Ferguson, Roma; omonimo Ayr escluso. Batch-05 verificato manualmente su FBref."
"201","batch-05","fc-2678","Fullkrug","A","Pc","MIL","Milan","2678","10","12","Afc Severgas Baronissi","Fullkrug Milan fbref","https://fbref.com/en/search/search.fcgi?search=Fullkrug%20Milan%20fbref","4f16405e","Niclas Füllkrug","https://fbref.com/en/players/4f16405e/Niclas-Fullkrug","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Fullkrug: associato a Niclas Füllkrug, club Milan su FBref. Batch-05 verificato manualmente su FBref."
"210","batch-05","fc-7146","Tourè I.","C","E/M","PIS","Pisa","7146","5","12","real mappine","Tourè I Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Tour%C3%A8%20I%20Pisa%20fbref","6cfd5783","Idrissa Touré","https://fbref.com/en/players/6cfd5783/Idrissa-Toure","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Tourè I.: associato a Idrissa Touré, Pisa; accento normalizzato nello slug. Batch-05 verificato manualmente su FBref."
"247","batch-05","fc-4970","Messias","C","C/W","GEN","Genoa","4970","16","12","","Messias Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Messias%20Genoa%20fbref","f49c4ae9","Junior Messias","https://fbref.com/en/players/f49c4ae9/Junior-Messias","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Messias: associato a Junior Messias, Genoa. Batch-05 verificato manualmente su FBref."
"246","batch-05","fc-2334","Leris","C","W","PIS","Pisa","2334","10","12","","Leris Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Leris%20Pisa%20fbref","7d3cbc67","Mehdi Léris","https://fbref.com/en/players/7d3cbc67/Mehdi-Leris","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Leris: associato a Mehdi Léris, Pisa; accento normalizzato nello slug. Batch-05 verificato manualmente su FBref."
"238","batch-05","fc-7212","Heggem","D","Ds/Dc","BOL","Bologna","7212","4","12","As Paperopoli","Heggem Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Heggem%20Bologna%20fbref","834fea76","Torbjørn Heggem","https://fbref.com/en/players/834fea76/Torbjorn-Heggem","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Heggem: associato a Torbjørn Heggem, Bologna; accento normalizzato nello slug. Batch-05 verificato manualmente su FBref."
"236","batch-05","fc-7131","Floriani Mussolini","D","Dd/E","CRE","Cremonese","7131","5","12","River Plaid","Floriani Mussolini Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Floriani%20Mussolini%20Cremonese%20fbref","e19e0ca1","Romano Floriani","https://fbref.com/en/players/e19e0ca1/Romano-Floriani","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Floriani Mussolini: associato a Romano Floriani, Cremonese; profilo FBref usa nome sportivo Romano Floriani. Batch-05 verificato manualmente su FBref."
"223","batch-05","fc-5685","Koopmeiners","C","C/T","JUV","Juventus","5685","4","11","Olympic Salerno  FC","Koopmeiners Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Koopmeiners%20Juventus%20fbref","a26fb8aa","Teun Koopmeiners","https://fbref.com/en/players/a26fb8aa/Teun-Koopmeiners","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Koopmeiners: associato a Teun Koopmeiners, Juventus. Batch-05 verificato manualmente su FBref."
"218","batch-05","fc-5119","Samardzic","C","T","ATA","Atalanta","5119","9","11","Olympic Salerno  FC","Samardzic Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Samardzic%20Atalanta%20fbref","217c93a1","Lazar Samardzic","https://fbref.com/en/players/217c93a1/Lazar-Samardzic","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Samardzic: associato a Lazar Samardzic, Atalanta. Batch-05 verificato manualmente su FBref."
"222","batch-05","fc-6631","Ghilardi","D","Dc","ROM","Roma","6631","8","11","Prestige Worldwide","Ghilardi Roma fbref","https://fbref.com/en/search/search.fcgi?search=Ghilardi%20Roma%20fbref","9cedad4b","Daniele Ghilardi","https://fbref.com/en/players/9cedad4b/Daniele-Ghilardi","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Ghilardi: associato a Daniele Ghilardi, Roma. Batch-05 verificato manualmente su FBref."
"243","batch-05","fc-4887","Bellanova","D","E","ATA","Atalanta","4887","6","11","River Plaid","Bellanova Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Bellanova%20Atalanta%20fbref","e3756e72","Raoul Bellanova","https://fbref.com/en/players/e3756e72/Raoul-Bellanova","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Bellanova: associato a Raoul Bellanova, Atalanta. Batch-05 verificato manualmente su FBref."
"224","batch-05","fc-4385","Lazaro","D","Dd/E","TOR","Torino","4385","4","11","FC DueFratelli2005","Lazaro Torino fbref","https://fbref.com/en/search/search.fcgi?search=Lazaro%20Torino%20fbref","016ff750","Valentino Lazaro","https://fbref.com/en/players/016ff750/Valentino-Lazaro","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Lazaro: associato a Valentino Lazaro, Torino. Batch-05 verificato manualmente su FBref."
"214","batch-05","fc-6815","Fadera","C","W","SAS","Sassuolo","6815","8","10","Real Pisistrius","Fadera Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Fadera%20Sassuolo%20fbref","53210e42","Alieu Fadera","https://fbref.com/en/players/53210e42/Alieu-Fadera","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Fadera: associato a Alieu Fadera, Sassuolo. Batch-05 verificato manualmente su FBref."
"227","batch-05","fc-5318","Tramoni M.","C","W/T","PIS","Pisa","5318","6","10","Real Pisistrius","Tramoni M Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Tramoni%20M%20Pisa%20fbref","2e0ae188","Mattéo Tramoni","https://fbref.com/en/players/2e0ae188/Matteo-Tramoni","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Tramoni M.: associato a Mattéo Tramoni, Pisa; accento normalizzato nello slug. Batch-05 verificato manualmente su FBref."
"216","batch-05","fc-6046","Hien","D","Dc","ATA","Atalanta","6046","6","10","Olympic Salerno  FC","Hien Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Hien%20Atalanta%20fbref","12806697","Isak Hien","https://fbref.com/en/players/12806697/Isak-Hien","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Hien: associato a Isak Hien, Atalanta. Batch-05 verificato manualmente su FBref."
"234","batch-05","fc-5851","Doig","D","Ds/E","SAS","Sassuolo","5851","4","10","Afc Severgas Baronissi","Doig Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Doig%20Sassuolo%20fbref","2f69d881","Josh Doig","https://fbref.com/en/players/2f69d881/Josh-Doig","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Doig: associato a Josh Doig, Sassuolo. Batch-05 verificato manualmente su FBref."
"232","batch-05","fc-5739","De Winter","D","Dd/Dc","MIL","Milan","5739","6","10","As Paperopoli","De Winter Milan fbref","https://fbref.com/en/search/search.fcgi?search=De%20Winter%20Milan%20fbref","f4797849","Koni De Winter","https://fbref.com/en/players/f4797849/Koni-De-Winter","confirmed","0.98","FBref","2026-06-05","V377","Nome listone De Winter: associato a Koni De Winter, Milan. Batch-05 verificato manualmente su FBref."
"248","batch-05","fc-5435","Moreno Alb.","D","Ds/E","COM","Como","5435","9","10","Afc Severgas Baronissi","Moreno Alb Como fbref","https://fbref.com/en/search/search.fcgi?search=Moreno%20Alb%20Como%20fbref","11b9265b","Alberto Moreno","https://fbref.com/en/players/11b9265b/Alberto-Moreno","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Moreno Alb.: associato ad Alberto Moreno, Como; omonimi FBref esclusi. Batch-05 verificato manualmente su FBref."
"229","batch-05","fc-7332","Bijlow","P","Por","GEN","Genoa","7332","10","10","River Plaid","Bijlow Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Bijlow%20Genoa%20fbref","53d93280","Justin Bijlow","https://fbref.com/en/players/53d93280/Justin-Bijlow","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Bijlow: associato a Justin Bijlow, Genoa. Batch-05 verificato manualmente su FBref."
"221","batch-05","fc-5672","Dia","A","Pc","LAZ","Lazio","5672","6","9","Afc Severgas Baronissi","Dia Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Dia%20Lazio%20fbref","244bc2c8","Boulaye Dia","https://fbref.com/en/players/244bc2c8/Boulaye-Dia","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Dia: associato a Boulaye Dia, Lazio. Batch-05 verificato manualmente su FBref."
"245","batch-05","fc-6206","Fabbian","C","C/T","FIO","Fiorentina","6206","6","9","As Paperopoli","Fabbian Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Fabbian%20Fiorentina%20fbref","f97f9188","Giovanni Fabbian","https://fbref.com/en/players/f97f9188/Giovanni-Fabbian","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Fabbian: associato a Giovanni Fabbian, Fiorentina. Batch-05 verificato manualmente su FBref."
"226","batch-05","fc-2839","Sottil","C","W/A","LEC","Lecce","2839","8","9","FC DueFratelli2005","Sottil Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Sottil%20Lecce%20fbref","94816803","Riccardo Sottil","https://fbref.com/en/players/94816803/Riccardo-Sottil","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Sottil: associato a Riccardo Sottil; pagina FBref storica Fiorentina/Milan/Cagliari e dati Lecce. Batch-05 verificato manualmente su FBref."
"212","batch-05","fc-7211","Athekame","D","Dd/E","MIL","Milan","7211","11","9","Real Pisistrius","Athekame Milan fbref","https://fbref.com/en/search/search.fcgi?search=Athekame%20Milan%20fbref","c1356739","Zachary Athekame","https://fbref.com/en/players/c1356739/Zachary-Athekame","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Athekame: associato a Zachary Athekame, Milan. Batch-05 verificato manualmente su FBref."
"244","batch-05","fc-6675","Dovbyk","A","Pc","ROM","Roma","6675","10","8","real mappine","Dovbyk Roma fbref","https://fbref.com/en/search/search.fcgi?search=Dovbyk%20Roma%20fbref","5b847bb0","Artem Dovbyk","https://fbref.com/en/players/5b847bb0/Artem-Dovbyk","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Dovbyk: associato a Artem Dovbyk, Roma. Batch-05 verificato manualmente su FBref."
"230","batch-05","fc-7255","Britschgi","D","Dd/Ds/E","PAR","Parma","7255","4","8","FC DueFratelli2005","Britschgi Parma fbref","https://fbref.com/en/search/search.fcgi?search=Britschgi%20Parma%20fbref","a80fd995","Sascha Britschgi","https://fbref.com/en/players/a80fd995/Sascha-Britschgi","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Britschgi: associato a Sascha Britschgi, Parma. Batch-05 verificato manualmente su FBref."
"239","batch-05","fc-5678","Holm","D","Dd/E","JUV","Juventus","5678","10","8","River Plaid","Holm Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Holm%20Juventus%20fbref","c2357b65","Emil Holm","https://fbref.com/en/players/c2357b65/Emil-Holm","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Holm: associato a Emil Holm, Juventus. Batch-05 verificato manualmente su FBref."
"207","batch-05","fc-4665","Maripan","D","Dc","TOR","Torino","4665","8","8","River Plaid","Maripan Torino fbref","https://fbref.com/en/search/search.fcgi?search=Maripan%20Torino%20fbref","d9764034","Guillermo Maripán","https://fbref.com/en/players/d9764034/Guillermo-Maripan","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Maripan: associato a Guillermo Maripán, Torino; accento normalizzato nello slug. Batch-05 verificato manualmente su FBref."
"205","batch-05","fc-7199","Kilicsoy","A","A","CAG","Cagliari","7199","13","7","FC DueFratelli2005","Kilicsoy Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Kilicsoy%20Cagliari%20fbref","3064f033","Semih Kılıçsoy","https://fbref.com/en/players/3064f033/Semih-Kilicsoy","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Kilicsoy: associato a Semih Kılıçsoy, Cagliari; accento normalizzato nello slug. Batch-05 verificato manualmente su FBref."
"219","batch-05","fc-5918","Sulemana K.","A","A","ATA","Atalanta","5918","9","7","Real Pisistrius","Sulemana K Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Sulemana%20K%20Atalanta%20fbref","a62f8bf1","Kamaldeen Sulemana","https://fbref.com/en/players/a62f8bf1/Kamaldeen-Sulemana","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Sulemana K.: associato a Kamaldeen Sulemana, Atalanta; omonimi esclusi. Batch-05 verificato manualmente su FBref."
"231","batch-05","fc-6662","Corvi","P","Por","PAR","Parma","6662","9","5","As Paperopoli","Corvi Parma fbref","https://fbref.com/en/search/search.fcgi?search=Corvi%20Parma%20fbref","a89398db","Edoardo Corvi","https://fbref.com/en/players/a89398db/Edoardo-Corvi","confirmed","0.98","FBref","2026-06-05","V377","Nome listone Corvi: associato a Edoardo Corvi, Parma. Batch-05 verificato manualmente su FBref."
